System	Subsystem	Description	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31	Lung metastasis	Brain metastasis	Breast Cancer
AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	Homocysteine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	Isoleucine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Leucine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	LEUCINE METABOLISM	Conversion of leucine to acetyl-coA	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Lysine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-Saccharopine	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	LYSINE METABOLISM	Conversion of lysine to L-2-Aminoadipate	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	Methionine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	METHIONINE METABOLISM	S-adenosyl-L-methionine synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Ornithine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of ornithine from glutamine	1000	0.0000000205136769588292	1000	1000	500	1000	0.000000162887049168185	1000	1000	1000	0	1000	1000	1000	1000	1000	1000	1000	1000	0	0.00000387537697943711	1000	1000	1000	1000	500	1000	1000	0.000000247216631986998	1000	1000	500	500	0.000000221342765337042	0	0.000000133265720833918	0.000000382270137561518	0	0	0	1000	1000	1000	500	1000	1000	1000	0.877010266038329	1000	0.16029418490431	0.817437285861272	1000	0.134073217089031	00.0000000931085867261962	0	0	0.000000561014006428444	0.0960469682561471	0.00000502679388416234	1000	1000	1000
AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	Synthesis of spermidine from ornithine	1000	0	0	1000	0	0	1000	0	0	0	0	0	0	0	0.0000000731315200567642	0	0	1000	1000	0.00000830675620536442	0	1000	0.000000148573768296113	0	0	0	1000	1000	0	0	0	1000	0	0	0	0	0	1000	0	0	0	1000	0	0	0	1000	0	1000	0	0	0	1000	1000	0	1000	1000	1000	0	1000	0	1000	0
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	SERINE METABOLISM	Serine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetaldehyde	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to phenylacetyl-L-glutaminate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	PHENYLALANINE METABOLISM	Phenylalanine to tyrosine	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline synthesis	1000	0	1000	1000	1000	0	0	0	1000	1000	0	1000	0	1000	0	1000	1000	1000	0	0	0	1000	0	0	0	1000	0	1000	1000	0	1000	0	0	0	1000	0.000000134648319800622	0	0	0	0	0	1000	1000	1000	1000	1000	1000	0	1000	0	0	1000	0	0	0	0	0.00000158713953358627	0	0	1000	1000	1000
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Proline degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	PROLINE METABOLISM	Synthesis of proline from glutamine	1000	0	1000	1000	1000	0	0	0	1000	1000	0	1000	0	1000	0	1000	1000	1000	0	0	0	1000	0	0	0	1000	0	1000	1000	0	1000	0	0	0	1000	0.000000134648319800622	0	0	0	0	0	1000	1000	1000	1000	1000	1000	0	1000	0	0	1000	0	0	0	0	0.0000000158713953358627	0	0	1000	1000	1000
AMINO ACIDS METABOLISM	THREONINE METABOLISM	Threonine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Tryptophan degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of anthranilate from tryptophan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	-1,64E-14	0	1000
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of L-kynurenine from tryptophan	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	1000	0	1000	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	1000	0	0	0	0	0	0	0	0	1000
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of N-formylanthranilate from tryptophan	0	0	0	1000	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	1000
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of quinolinate from tryptophan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TRYPTOPHAN METABOLISM	Synthesis of serotonin from tryptophan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine synthesis (need phenylalanine)	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to adrenaline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07E-25
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to dopamine	0	0	0	0.0000000188686209131534	0	0	0	1000	1000	0	0	1000	0	0	0	0	1000	0	1000	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	1000	0	0	0	0	0	0	1000	0	0	0	1000	0	1000	0	0	1000	1000	0	0	0	0	0	0	0	0.000000000000144	0	0
AMINO ACIDS METABOLISM	TYROSINE METABOLISM	Tyrosine to acetoacetate and fumarate	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	VALINE METABOLISM	Valine degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
AMINO ACIDS METABOLISM	VALINE METABOLISM	Valine to succinyl-coA	1000	0	1000	1000	1000	0	0	1000	1000	1000	0	0	0	0	0	0	1000	0	0	0	0	1000	0	1000	0	1000	0	1000	1000	1000	1000	0	0	0	1000	0	0	0	0	0	0	1000	1000	1000	1000	0	1000	0	1000	0.0000279027564047846	0	1000	0	0	0	0	0	0	0	1000	1000	1000
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Hydroxymethylglutaryl-CoA synthesis	0	0	1000	1000	0	0	0	1000	0	1000	0	1000	1000	0	0	1000	0	0	1000	0	0	1000	0	1000	1000	0	0	0	0	0	1000	0	0	0	1000	0	0	1000	0	0	0	0	0	1000	1000	0	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	0	1000
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Cholesterol synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	333	333	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Acetoacetate synthesis	0	0	1000	1000	0	1000	0	1000	1000	1000	0	1000	1000	0	0.500063077385642	1000	0	1000	1000	0	0.0000000269705833883471	1000	0.000352057284467265	1000	1000	0	1000	1000	1000	0	1000	0	0	1000	1000	0.000177821148644025	0	1000	0	0.00000000242032355829045	0	0	0	1000	1000	1000	0	-0.191334552681545	1000	0	0	0	0	0	0	0	1000	0	0	0	0	1000
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Mevalonate synthesis	0	0	1000	1000	0	1000	1000	1000	1000	1000	1000	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0	1000	1000	1000	0	1000	1000	0	1000	1000	1000	2	1000	1000	1000	1000	1000	1000	1000	1000	2	1000	1000	0	1000	0	1000	1000	1000	1000	1000	1000	0
LIPIDS METABOLISM	CHOLESTEROL METABOLISM	Farnesyl-pyrophosphate synthesis	333	0	0	333	0	0	0	333	0	333	0	0	0	0	0	0	333	0	0	0	0	333	0	0	0	0	0	333	0	0	333	0	0	0	0	0	0	0	0	0	0	333	333	0	333	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	333	333
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Glycerol-3-phosphate synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-choline synthesis	1000	1000	1000	333	1000	666	666	333	666	666	666	333	666	333	666	666	333	1000	333	666	1000	666	1000	1000	333	1000	333	666	1000	666	666	333	666	333	333	333	666	333	666	666	666	666	1000	1000	1000	1000	666	1000	666	1000	333	333	666	666	666	333	333	333	333	1000	1000	1000
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-ethanolamine synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-serine synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	333	1000	1000	1000	1000	333	1000	1000	1000	1000	1000	1000	1000	666	1000	1000	1000	1000	1000	1000	1000	1000	666	1000	1000	1000	1000	666	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Phosphatidyl-inositol synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	Cardiolipin synthesis	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	125	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500
LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	Triacylglycerol synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	Sphingomyelin synthesis	1000	1000	1000	333	1000	666	1000	333	666	666	666	1000	666	333	666	666	333	1000	333	333	1000	500	1000	1000	333	1000	333	666	333	333	666	1000	666	333	333	333	666	333	666	666	666	666	1000	1000	1000	1000	666	1000	666	1000	333	333	666	666	666	333	333	333	333	1000	1000	1000
LIPIDS METABOLISM	SPHINGOLIPID METABOLISM	Ceramide synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	250	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitate synthesis	1000	1000	1000	1000	1000	1000	0.0000008219916996467010	642	1000	1000	1000	1000	246	1000	1000	1000	1000	1000	1000	1000	0.720125998723241	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0.0000002506609101109	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitolate synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Palmitolate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	cis-vaccenic acid synthesis	1000	1000	1000	1000	1000	1000	0.536136647694633	666	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0.0000000501687942670509	1000	1000	1000	1000	1000	1000	1000	1000	600	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	0.399999999999995	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	cis-vaccenic acid degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Elaidate synthesis	1000	0	0.000000262058898305111	1000	0.00000836776696386112	0	0	0.00000607204136007591	1000	0.000000109060862704574	1000	0	0.000000034064772500814	0	0	0	1000	0	0	1000	0.00000134538418392602	0.0000000252946330354956	1000	1000	0	0	1000	0.000000275257005766429	0	0.000000199883925137749	1000	1000	0	0	0	1000	0	0	1000	0	0.0000000198702734085698	1000	0.000000396581178502277	1000	1000	0	0.0000000257911515296823	0	1000	1000	0	1000	0	0	0	0	0	0	0.276508694698896	1000	1000	250
LIPIDS METABOLISM	FATTY ACID METABOLISM	Elaidate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Linolenate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Linoleate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	gamma-Linolenate synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	gamma-Linolenate degradation	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
LIPIDS METABOLISM	FATTY ACID METABOLISM	Arachidonate synthesis	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	200	1000	1000	1000	1000	1000	1000	1000	1000	900	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
